order_id,order_date,customer_id,product_name,category,quantity,unit_price,region,sales_rep,total_sales
ORD001256,2023-01-31,CUST6978,Fiction Novel,Books,2,30.72,North,Lisa Brown,61.44
ORD001257,2023-01-31,CUST5384,Vacuum Cleaner,home & garden,2,89.34,East,Jessica Miller,178.68
ORD001258,2023-07-24,CUST9123,Tablet,Electronics,4,1120.51,West,Ryan Thompson,4482.04
ORD001259,2024-02-14,CUST7436,Jacket,Clothing,3,42.48,North,,127.44
ORD001260,2024-08-24,CUST8101,Vacuum Cleaner,Home & Garden,81,244.41,West,Chris Anderson,19797.21
ORD001261,2024-09-02,CUST7275,Board Game,Toys,5,84.35,West,Lisa Brown,421.75
ORD001262,2024-08-03,CUST3740,Garden Tools,Home & Garden,4,272.43,North,Ryan Thompson,1089.72
ORD001263,2023-09-17,CUST6771,Self-Help,Books,5,21.74,West,John Smith,108.69999999999999
ORD001264,2023-04-28,CUST2190,Jacket,Clothing,2,75.82,South,Emily Taylor,151.64
ORD001265,2024-01-16,CUST6388,Jacket,Clothing,1,35.9,South,,35.9
ORD001266,2024-08-04,CUST4476,Vacuum Cleaner,Home & Garden,5,181.64,Central,Lisa Brown,908.1999999999999
ORD001267,2023-04-16,CUST7909,Biography,Books,1,38.65,West,,38.65
ORD001268,2023-11-24,CUST5496,Jeans,Clothing,1,26.46,West,Sarah Johnson,26.46
ORD001269,2023-05-08,CUST1348,Tennis Racket,Sports,2,250.54,East,John Smith,501.08
ORD001270,2024-10-21,CUST1606,Fiction Novel,Books,4,46.47,Central,Ryan Thompson,185.88
ORD001271,2023-02-10,CUST5931,Coffee Maker,Home & Garden,4,48.75,East,Emily Taylor,195.0
ORD001272,2023-12-21,CUST1771,Basketball,Sports,5,233.67,West,David Wilson,1168.35
ORD001273,2024-12-14,CUST7126,Yoga Mat,Sports,57,343.25,Central,Sarah Johnson,19565.25
ORD001274,2023-01-30,CUST8138,T-Shirt,Clothing,3,127.31,South,,381.93
ORD001275,2023-04-01,CUST1080,Sweater,Clothing,5,137.3,North,David Wilson,686.5
ORD001276,2023-02-14,CUST7218,Laptop,Electronics,3,1431.29,East,Mike Davis,4293.87
ORD001277,2023-05-22,CUST7771,Self-Help,Books,2,14.8,West,Sarah Johnson,29.6
ORD001278,2024-06-18,CUST6274,Cookbook,Books,3,33.12,West,Lisa Brown,99.35999999999999
ORD001279,2023-04-05,CUST4373,Garden Tools,home & garden,2,222.07,North,Sarah Johnson,444.14
ORD001280,2024-05-21,CUST4078,Smartphone,Electronics,4,217.07,West,Sarah Johnson,868.28
ORD001281,2023-12-15,CUST6108,Dress,Clothing,3,119.01,West,Mike Davis,357.03000000000003
ORD001282,2024-05-31,CUST9412,Smartphone,Electronics,4,484.42,South,Chris Anderson,1937.68
ORD001283,2023-07-12,CUST2672,Tablet,Electronics,5,750.02,South,Jessica Miller,3750.1
ORD001284,2023-04-20,CUST5370,LEGO Set,Toys,2,35.45,North,Jessica Miller,70.9
ORD001285,2024-11-08,CUST2377,Self-Help,Books,5,24.08,East,Chris Anderson,120.39999999999999
ORD001286,2023-08-06,CUST8230,Sneakers,Clothing,1,85.28,East,Emily Taylor,85.28
ORD001287,2023-04-11,CUST5816,Smart Watch,Electronics,2,697.28,South,Chris Anderson,1394.56
ORD001288,2023-06-30,CUST2788,Biography,Books,4,31.18,North,Lisa Brown,124.72
ORD001289,2023-04-24,CUST4911,T-Shirt,Clothing,3,26.91,,Ryan Thompson,80.73
ORD001290,2023-04-14,CUST7421,Vacuum Cleaner,Home & Garden,4,268.3,West,Sarah Johnson,1073.2
ORD001291,2023-08-14,CUST6695,Board Game,Toys,2,57.09,East,Amanda White,114.18
ORD001292,2023-10-22,CUST8811,LEGO Set,Toys,5,23.01,East,Lisa Brown,115.05000000000001
ORD001293,2023-06-24,CUST3323,Coffee Maker,Home & Garden,4,74.99,North,Jessica Miller,299.96
ORD001294,2024-03-14,CUST3797,Coffee Maker,Home & Garden,1,77.93,,Amanda White,77.93
ORD001295,2023-12-27,CUST2792,Bicycle,Sports,4,25.38,North,John Smith,101.52
ORD001296,2024-08-03,CUST3401,Board Game,Toys,2,86.01,North,Sarah Johnson,172.02
ORD001297,2023-11-08,CUST5216,Board Game,Toys,5,53.47,West,David Wilson,267.35
ORD001298,2024-01-09,CUST9484,Basketball,Sports,3,335.41,Central,Jessica Miller,1006.23
ORD001299,2023-04-26,CUST4608,Kitchen Set,Home & Garden,4,226.62,South,Emily Taylor,906.48
ORD001300,2024-05-24,CUST6888,Smartphone,Electronics,4,950.86,South,Sarah Johnson,3803.44
ORD001301,2023-07-18,CUST8360,Basketball,Sports,5,387.04,Central,Mike Davis,1935.2
ORD001302,2023-09-29,CUST5526,Board Game,Toys,4,90.48,East,Lisa Brown,361.92
ORD001303,2023-02-12,CUST8101,Textbook,Books,1,38.07,West,Amanda White,38.07
ORD001304,2023-12-22,CUST8640,Coffee Maker,home & garden,2,291.76,South,Ryan Thompson,583.52
ORD001305,2023-10-24,CUST2058,Textbook,Books,3,36.57,East,John Smith,109.71000000000001
ORD001306,2024-04-09,CUST9001,Smartphone,Electronics,1,567.92,East,John Smith,567.92
ORD001307,2024-03-16,CUST9224,Coffee Maker,Home & Garden,3,43.47,Central,Mike Davis,130.41
ORD001308,2023-03-30,CUST2322,Board Game,Toys,4,27.12,East,Lisa Brown,108.48
ORD001309,2023-02-02,CUST7923,Running Shoes,Sports,4,118.27,West,Sarah Johnson,473.08
ORD001310,2023-09-25,CUST3280,Kitchen Set,Home & Garden,3,113.9,South,David Wilson,341.70000000000005
ORD001311,2023-05-19,CUST8555,Bicycle,Sports,3,99.82,Central,Mike Davis,299.46
ORD001312,2024-01-20,CUST9254,Basketball,Sports,3,76.98,East,,230.94
ORD001313,2023-12-29,CUST1432,Yoga Mat,Sports,1,182.69,West,Sarah Johnson,182.69
ORD001314,2023-05-24,CUST3085,Biography,Books,3,41.47,Central,Ryan Thompson,124.41
ORD001315,2024-08-02,CUST1097,Coffee Maker,Home & Garden,4,233.94,West,Ryan Thompson,935.76
ORD001316,2024-04-16,CUST6463,Laptop,Electronics,1,271.1,Central,  Sarah Johnson ,271.1
ORD001317,2023-10-25,CUST9369,Self-Help,Books,1,37.62,North,Lisa Brown,37.62
ORD001318,2024-06-12,CUST3535,Dress,Clothing,2,116.26,East,David Wilson,232.52
ORD001319,2023-01-07,CUST3507,Bicycle,Sports,1,282.92,Central,Sarah Johnson,282.92
ORD001320,2024-06-16,CUST8271,Smartphone,Electronics,5,465.58,West,John Smith,2327.9
ORD001321,2023-05-05,CUST9957,Bedding,Home & Garden,2,160.6,East,Amanda White,321.2
ORD001322,2024-11-28,CUST4027,Bicycle,Sports,1,71.2,South,Lisa Brown,71.2
ORD001323,2023-06-24,CUST2638,Textbook,Books,3,18.01,Central,Jessica Miller,54.03
ORD001324,2024-01-12,CUST8601,Board Game,Toys,1,48.25,West,Chris Anderson,48.25
ORD001325,2023-06-01,CUST5960,Tablet,Electronics,1,794.21,North,Amanda White,794.21
ORD001326,2024-03-31,CUST5536,Tablet,Electronics,4,1451.64,North,,5806.56
ORD001327,2024-01-02,CUST7399,Textbook,Books,5,18.43,Central,  Sarah Johnson ,92.15
ORD001328,2023-06-28,CUST8528,Action Figure,Toys,3,44.91,South,David Wilson,134.73
ORD001329,2024-11-05,CUST7168,Bedding,Home & Garden,4,48.42,West,Amanda White,193.68
ORD001330,2024-11-05,CUST5247,Dress,Clothing,5,112.11,South,Emily Taylor,560.55
ORD001331,2024-08-25,CUST1736,Biography,Books,1,33.38,North,Mike Davis,33.38
ORD001332,2023-08-26,CUST6302,Smart Watch,Electronics,4,338.09,South,Lisa Brown,1352.36
ORD001333,2023-04-18,CUST2054,Sweater,Clothing,4,136.02,North,Amanda White,544.08
ORD001334,2023-09-14,CUST1482,Laptop,Electronics,3,1300.84,South,Emily Taylor,3902.5199999999995
ORD001335,2023-04-21,CUST4272,Puzzle,Toys,86,47.1,South,David Wilson,4050.6
ORD001336,2024-05-17,CUST9659,Running Shoes,Sports,4,109.56,South,Sarah Johnson,438.24
ORD001337,2024-08-19,CUST3302,Smart Watch,Electronics,1,1447.78,North,Emily Taylor,1447.78
ORD001338,2024-02-22,CUST9129,Textbook,Books,5,44.58,South,Lisa Brown,222.89999999999998
ORD001339,2024-08-07,CUST3258,Bicycle,Sports,5,157.04,North,Jessica Miller,785.1999999999999
ORD001340,2024-03-13,CUST9474,Puzzle,Toys,2,89.29,East,Sarah Johnson,178.58
ORD001341,2023-05-01,CUST4670,Tennis Racket,Sports,1,44.3,East,David Wilson,44.3
ORD001342,2024-02-04,CUST2225,Board Game,Toys,3,20.78,Central,Amanda White,62.34
ORD001343,2023-09-05,CUST9944,Textbook,Books,1,30.0,North,Amanda White,30.0
ORD001344,2024-04-27,CUST6481,Coffee Maker,Home & Garden,2,38.71,North,Mike Davis,77.42
ORD001345,2023-07-29,CUST4860,Biography,Books,1,46.97,West,Sarah Johnson,46.97
ORD001346,2024-07-31,CUST2320,Fiction Novel,Books,4,23.83,Central,Jessica Miller,95.32
ORD001347,2023-05-13,CUST6738,Coffee Maker,Home & Garden,2,58.1,West,Jessica Miller,116.2
ORD001348,2023-11-07,CUST9752,T-Shirt,Clothing,2,141.06,Central,Chris Anderson,282.12
ORD001349,2024-11-29,CUST3051,LEGO Set,Toys,4,61.96,West,Chris Anderson,247.84
ORD001350,2024-07-16,CUST6763,T-Shirt,Clothing,3,76.93,South,Emily Taylor,230.79000000000002
ORD001351,2024-03-23,CUST7767,Smartphone,Electronics,2,501.64,Central,Amanda White,1003.28
ORD001352,2023-02-16,CUST3076,Smart Watch,Electronics,1,524.9,West,Mike Davis,524.9
ORD001353,2023-10-17,CUST5790,Tablet,Electronics,2,654.57,South,Amanda White,1309.14
ORD001354,2024-02-12,CUST4372,Basketball,Sports,5,271.22,West,Emily Taylor,1356.1000000000001
ORD001355,2023-08-14,CUST5001,Running Shoes,Sports,3,378.04,Central,David Wilson,1134.1200000000001
ORD001356,2023-11-23,CUST8966,Remote Car,Toys,4,57.79,East,Sarah Johnson,231.16
ORD001357,2023-07-28,CUST3011,Dress,Clothing,2,49.97,East,Mike Davis,99.94
ORD001358,2023-02-06,CUST1348,Sweater,Clothing,1,77.24,West,John Smith,77.24
ORD001359,2023-10-04,CUST1978,Kitchen Set,Home & Garden,1,133.73,East,Amanda White,133.73
ORD001360,2024-01-29,CUST4677,Basketball,Sports,1,348.54,South,Chris Anderson,348.54
ORD001361,2023-07-08,CUST9872,Puzzle,Toys,1,60.26,East,John Smith,60.26
ORD001362,2024-09-15,CUST6586,Garden Tools,Home & Garden,1,248.77,Central,Chris Anderson,248.77
ORD001363,2024-03-13,CUST9761,LEGO Set,Toys,3,83.63,West,Chris Anderson,250.89
ORD001364,2024-08-09,CUST8656,Remote Car,Toys,4,80.37,South,Mike Davis,321.48
ORD001365,2023-01-16,CUST5846,Garden Tools,Home & Garden,5,53.09,East,Amanda White,265.45000000000005
ORD001366,2024-02-09,CUST1202,Camera,Electronics,3,556.55,North,  David Wilson ,1669.6499999999999
ORD001367,2024-08-05,CUST8581,Board Game,Toys,4,86.06,North,,344.24
ORD001368,2023-01-10,CUST4569,Basketball,Sports,5,387.21,West,John Smith,1936.05
ORD001369,2024-08-16,CUST8216,Tablet,Electronics,1,1366.16,South,David Wilson,1366.16
ORD001370,2023-10-10,CUST1812,Bedding,Home & Garden,2,64.35,South,Sarah Johnson,128.7
ORD001371,2024-11-01,CUST6199,Smartphone,Electronics,5,1089.77,North,Ryan Thompson,5448.85
ORD001372,2023-08-22,CUST6789,Smart Watch,Electronics,51,1489.56,Central,John Smith,75967.56
ORD001373,2024-09-06,CUST9372,Jacket,Clothing,1,34.19,North,Lisa Brown,34.19
ORD001374,2023-07-28,CUST2169,Kitchen Set,Home & Garden,4,130.27,West,David Wilson,521.08
ORD001375,2023-05-27,CUST7139,Tablet,Electronics,4,989.06,West,David Wilson,3956.24
ORD001376,2024-09-28,CUST1418,Smartphone,Electronics,2,678.79,North,Amanda White,1357.58
ORD001377,2023-08-05,CUST6636,Kitchen Set,Home & Garden,5,223.26,South,Chris Anderson,1116.3
ORD001378,2024-08-19,CUST2266,Smart Watch,Electronics,1,1144.14,South,Amanda White,1144.14
ORD001379,2024-05-30,CUST9646,Textbook,Books,1,39.36,North,Amanda White,39.36
ORD001380,2024-04-28,CUST5801,Remote Car,Toys,2,59.23,South,Emily Taylor,118.46
ORD001381,2023-09-06,CUST4949,Vacuum Cleaner,Home & Garden,1,153.07,West,Chris Anderson,153.07
ORD001382,2024-01-06,CUST8932,Tablet,Electronics,3,928.59,Central,Lisa Brown,2785.77
ORD001383,2024-04-04,CUST9808,Tennis Racket,Sports,2,238.5,South,Chris Anderson,477.0
ORD001384,2024-11-21,CUST6142,Cookbook,Books,3,34.22,North,Sarah Johnson,102.66
ORD001385,2024-02-23,CUST3947,Bicycle,Sports,2,393.72,West,John Smith,787.44
ORD001386,2023-06-20,CUST2654,Headphones,Electronics,4,542.39,South,John Smith,2169.56
ORD001387,2024-03-17,CUST9672,Smart Watch,Electronics,5,417.02,West,Chris Anderson,2085.1
ORD001388,2023-12-29,CUST2950,Sneakers,Clothing,3,110.6,East,Emily Taylor,331.79999999999995
ORD001389,2024-08-28,CUST6815,Textbook,Books,1,14.31,West,Chris Anderson,14.31
ORD001390,2024-10-07,CUST4005,Yoga Mat,Sports,2,133.48,Central,Ryan Thompson,266.96
ORD001391,2023-03-27,CUST7215,T-Shirt,Clothing,4,97.16,East,Jessica Miller,388.64
ORD001392,2023-06-30,CUST5871,Textbook,Books,2,21.17,West,Emily Taylor,42.34
ORD001393,2023-02-19,CUST5673,Textbook,Books,4,45.89,East,Chris Anderson,183.56
ORD001394,2023-11-23,CUST8053,Jeans,Clothing,2,25.45,Central,David Wilson,50.9
ORD001395,2024-08-11,CUST5716,Biography,Books,1,13.98,East,Jessica Miller,13.98
ORD001396,2024-03-25,CUST2738,Jeans,Clothing,5,57.5,South,David Wilson,287.5
ORD001397,2023-05-25,CUST1448,Smartphone,Electronics,2,917.81,Central,John Smith,1835.62
ORD001398,2024-07-06,CUST7054,Cookbook,Books,1,10.27,South,David Wilson,10.27
ORD001399,2024-08-07,CUST2795,Yoga Mat,Sports,3,220.34,North,Jessica Miller,661.02
ORD001400,2024-03-18,CUST2908,Running Shoes,Sports,3,57.57,East,Sarah Johnson,172.71
ORD001401,2023-08-16,CUST8429,LEGO Set,Toys,3,42.8,Central,Sarah Johnson,128.39999999999998
ORD001402,2024-12-24,CUST9540,Board Game,Toys,1,90.84,East,Lisa Brown,90.84
ORD001403,2024-07-25,CUST3242,LEGO Set,Toys,2,95.68,Central,Chris Anderson,191.36
ORD001404,2023-08-14,CUST9138,Action Figure,Toys,2,37.55,East,Mike Davis,75.1
ORD001405,2023-07-23,CUST1052,LEGO Set,Toys,2,95.82,West,Sarah Johnson,191.64
ORD001406,2024-05-17,CUST5310,Textbook,Books,4,18.34,Central,  Chris Anderson ,73.36
ORD001407,2024-10-08,CUST5916,Cookbook,Books,2,35.51,South,David Wilson,71.02
ORD001408,2024-11-15,CUST9903,Yoga Mat,Sports,3,323.78,West,David Wilson,971.3399999999999
ORD001409,2023-04-09,CUST7874,T-Shirt,Clothing,3,145.18,West,Emily Taylor,435.54
ORD001410,2023-09-11,CUST2860,Puzzle,Toys,3,24.84,East,Chris Anderson,74.52
ORD001411,2024-12-22,CUST7750,Sneakers,Clothing,5,129.22,South,John Smith,646.1
ORD001412,2023-10-25,CUST1996,Kitchen Set,Home & Garden,4,88.08,Central,Emily Taylor,352.32
ORD001413,2023-09-25,CUST7531,Board Game,Toys,4,49.95,East,John Smith,199.8
ORD001414,2023-10-02,CUST8334,Tennis Racket,Sports,3,152.44,West,Lisa Brown,457.32
ORD001415,2024-08-09,,Dress,Clothing,5,46.81,South,Amanda White,234.05
ORD001416,2024-07-06,CUST6778,Smart Watch,Electronics,3,227.45,Central,Sarah Johnson,682.3499999999999
ORD001417,2024-11-01,CUST9776,Camera,Electronics,2,473.6,West,Lisa Brown,947.2
ORD001418,2023-10-25,CUST1223,Jacket,Clothing,2,63.1,North,John Smith,126.2
ORD001419,2024-06-23,CUST5638,Camera,Electronics,2,717.32,East,John Smith,1434.64
ORD001420,2023-08-24,CUST7565,Action Figure,Toys,4,17.87,South,David Wilson,71.48
ORD001421,2023-03-28,CUST1330,Laptop,Electronics,4,855.86,North,Ryan Thompson,3423.44
ORD001422,2024-09-11,CUST6114,T-Shirt,Clothing,2,115.66,East,Chris Anderson,231.32
ORD001423,2024-06-08,CUST5329,LEGO Set,Toys,1,40.68,Central,Jessica Miller,40.68
ORD001424,2024-01-21,CUST5563,Bedding,Home & Garden,85,55.13,West,David Wilson,4686.05
ORD001425,2024-12-20,CUST7449,Textbook,Books,4,19.78,East,Ryan Thompson,79.12
ORD001426,2023-04-21,CUST8325,Tennis Racket,Sports,2,241.7,East,Jessica Miller,483.4
ORD001427,2024-07-30,CUST2562,Smart Watch,Electronics,1,603.79,Central,Mike Davis,603.79
ORD001428,2023-08-01,CUST8758,Bicycle,Sports,5,118.74,Central,,593.6999999999999
ORD001429,2023-08-27,CUST3467,Headphones,Electronics,3,527.63,North,Emily Taylor,1582.8899999999999
ORD001430,2024-12-06,CUST9007,Textbook,Books,2,26.26,Central,Jessica Miller,52.52
ORD001431,2023-11-17,CUST2334,Action Figure,Toys,5,42.36,North,Chris Anderson,211.8
ORD001432,2024-12-17,CUST2990,Headphones,Electronics,5,365.47,South,Lisa Brown,1827.3500000000001
ORD001433,2024-03-24,CUST8982,Laptop,Electronics,5,1351.15,South,Ryan Thompson,6755.75
ORD001434,2024-03-04,CUST5441,Basketball,Sports,3,136.28,Central,Emily Taylor,408.84000000000003
ORD001435,2024-09-21,CUST4349,Kitchen Set,Home & Garden,5,205.56,Central,Emily Taylor,1027.8
ORD001436,2024-06-15,CUST3217,Biography,Books,3,28.88,South,Ryan Thompson,86.64
ORD001437,2024-04-30,CUST1091,Tablet,Electronics,1,741.19,East,Lisa Brown,741.19
ORD001438,2023-07-24,CUST8679,LEGO Set,Toys,1,60.71,Central,Mike Davis,60.71
ORD001439,2023-03-10,CUST4156,Kitchen Set,Home & Garden,1,268.5,East,David Wilson,268.5
ORD001440,2024-03-12,CUST9864,Biography,Books,3,24.69,South,Sarah Johnson,74.07000000000001
ORD001441,2024-08-29,CUST2676,T-Shirt,Clothing,3,114.99,South,Ryan Thompson,344.96999999999997
ORD001442,2024-08-24,CUST5542,Puzzle,Toys,5,43.06,Central,Jessica Miller,215.3
ORD001443,2023-08-03,CUST3400,T-Shirt,Clothing,55,121.84,South,Mike Davis,6701.2
ORD001444,2024-05-01,CUST9383,Tablet,Electronics,58,301.12,West,Chris Anderson,17464.96
ORD001445,2024-11-11,CUST7442,Running Shoes,Sports,2,138.46,West,Chris Anderson,276.92
ORD001446,2024-12-24,CUST2281,Running Shoes,Sports,5,141.91,Central,Lisa Brown,709.55
ORD001447,2023-06-20,CUST8235,Board Game,Toys,5,75.46,West,David Wilson,377.29999999999995
ORD001448,2024-12-02,,Camera,Electronics,2,1369.69,East,Jessica Miller,2739.38
ORD001449,2024-11-17,CUST7266,Bedding,Home & Garden,2,87.72,East,Mike Davis,175.44
ORD001450,2023-01-11,CUST6085,Sneakers,Clothing,5,66.93,,Sarah Johnson,334.65000000000003
ORD001451,2024-01-13,CUST5504,Kitchen Set,Home & Garden,1,278.82,West,Chris Anderson,278.82
ORD001452,2023-02-14,CUST1498,Board Game,Toys,5,38.3,West,Amanda White,191.5
ORD001453,2024-10-09,CUST2702,Yoga Mat,Sports,5,90.16,North,Emily Taylor,450.79999999999995
ORD001454,2023-01-30,CUST2356,Cookbook,Books,2,38.23,West,Sarah Johnson,76.46
ORD001455,2023-02-27,CUST4181,Basketball,Sports,3,142.84,Central,John Smith,428.52
ORD001456,2023-12-07,CUST7000,Board Game,Toys,5,91.31,Central,John Smith,456.55
ORD001457,2024-11-11,CUST4161,Yoga Mat,Sports,1,339.14,Central,Mike Davis,339.14
ORD001458,2023-10-01,CUST9281,Smartphone,Electronics,2,776.42,West,Mike Davis,1552.84
ORD001459,2024-10-12,CUST6594,LEGO Set,Toys,1,41.45,West,Amanda White,41.45
ORD001460,2024-12-14,CUST3990,Camera,Electronics,1,1409.35,North,Mike Davis,1409.35
ORD001461,2023-11-22,CUST7136,Fiction Novel,Books,2,40.67,West,Sarah Johnson,81.34
ORD001462,2023-09-10,CUST1873,Vacuum Cleaner,Home & Garden,3,231.8,West,David Wilson,695.4000000000001
ORD001463,2023-07-02,CUST5469,Vacuum Cleaner,Home & Garden,2,182.56,South,Mike Davis,365.12
ORD001464,2023-10-30,CUST6957,Bedding,Home & Garden,5,101.43,East,Ryan Thompson,507.15000000000003
ORD001465,2024-04-05,CUST3551,Action Figure,Toys,4,18.12,Central,Amanda White,72.48
ORD001466,2023-08-04,CUST4398,Puzzle,Toys,3,44.49,,Ryan Thompson,133.47
ORD001467,2024-07-18,CUST4575,Board Game,Toys,3,22.71,West,David Wilson,68.13
ORD001468,2023-02-02,CUST8655,Camera,Electronics,2,1055.83,Central,Emily Taylor,2111.66
ORD001469,2024-01-17,CUST2713,Self-Help,Books,3,36.33,East,John Smith,108.99
ORD001470,2023-06-12,CUST4065,Yoga Mat,Sports,1,150.52,East,David Wilson,150.52
ORD001471,2023-06-16,CUST8478,Bicycle,Sports,5,94.81,Central,Amanda White,474.05
ORD001472,2024-12-12,CUST6535,Yoga Mat,Sports,3,202.59,West,Chris Anderson,607.77
ORD001473,2023-11-04,CUST2767,Smartphone,Electronics,5,1192.12,,Chris Anderson,5960.599999999999
ORD001474,2023-10-03,CUST5924,Self-Help,Books,2,33.72,Central,Ryan Thompson,67.44
ORD001475,2023-07-23,CUST2481,Cookbook,Books,1,15.2,East,Mike Davis,15.2
ORD001476,2023-12-21,CUST4283,Yoga Mat,Sports,2,87.0,South,  David Wilson ,174.0
ORD001477,2023-11-11,CUST5009,Smartphone,Electronics,1,507.04,South,Ryan Thompson,507.04
ORD001478,2024-01-19,CUST7456,Headphones,Electronics,5,407.13,South,Jessica Miller,2035.65
ORD001479,2024-11-15,CUST7350,Yoga Mat,Sports,1,289.83,South,Emily Taylor,289.83
ORD001480,2023-05-17,CUST7452,Running Shoes,Sports,4,361.76,Central,Sarah Johnson,1447.04
ORD001481,2023-12-22,CUST4852,Bicycle,Sports,2,35.09,East,Emily Taylor,70.18
ORD001482,2023-12-15,CUST4769,Fiction Novel,Books,1,34.42,South,Jessica Miller,34.42
ORD001483,2023-07-12,CUST3947,Smartphone,Electronics,4,592.52,West,Mike Davis,2370.08
ORD001484,2023-10-19,CUST7909,Bedding,Home & Garden,3,212.32,South,Mike Davis,636.96
ORD001485,2024-02-12,CUST6673,Remote Car,Toys,1,85.91,North,Chris Anderson,85.91
ORD001486,2023-01-13,CUST1189,Jacket,Clothing,4,36.74,West,Chris Anderson,146.96
ORD001487,2024-03-08,CUST8377,Tablet,Electronics,1,752.48,Central,Emily Taylor,752.48
ORD001488,2024-04-29,CUST3930,Board Game,Toys,57,86.75,West,Ryan Thompson,4944.75
ORD001489,2024-01-28,CUST5224,LEGO Set,Toys,5,27.78,South,Ryan Thompson,138.9
ORD001490,2024-09-21,CUST2991,Puzzle,Toys,1,51.97,West,Jessica Miller,51.97
ORD001491,2024-01-11,CUST5852,Camera,Electronics,3,1092.3,North,Ryan Thompson,3276.8999999999996
ORD001492,2023-10-01,CUST5877,Jacket,Clothing,3,66.4,North,Amanda White,199.20000000000002
ORD001493,2023-04-25,CUST2377,Coffee Maker,home & garden,2,173.44,Central,Sarah Johnson,346.88
ORD001494,2023-05-10,CUST6658,Action Figure,Toys,3,68.8,West,Amanda White,206.39999999999998
ORD001495,2023-09-07,CUST7107,Remote Car,Toys,3,63.37,North,Mike Davis,190.10999999999999
ORD001496,2024-09-15,CUST6534,LEGO Set,Toys,55,47.46,East,Chris Anderson,2610.3
ORD001497,2024-02-15,CUST8101,Smartphone,Electronics,1,1435.47,North,Lisa Brown,1435.47
ORD001498,2024-08-07,CUST1800,Garden Tools,Home & Garden,-2,196.21,East,Amanda White,392.42
ORD001499,2024-04-29,CUST5535,Sneakers,Clothing,2,55.72,Central,John Smith,111.44
ORD001500,2024-09-11,CUST4393,Tennis Racket,Sports,4,279.33,North,Chris Anderson,1117.32
ORD001501,2024-11-03,CUST2591,Jacket,Clothing,3,54.72,South,Lisa Brown,164.16
ORD001502,2023-01-19,CUST8547,Board Game,Toys,5,33.79,Central,Chris Anderson,168.95
ORD001503,2024-10-12,CUST1205,Biography,Books,5,31.66,East,Emily Taylor,158.3
ORD001504,2023-11-24,CUST4451,Bedding,Home & Garden,4,70.98,Central,Mike Davis,283.92
ORD001505,2024-11-20,CUST2287,Running Shoes,Sports,5,176.1,West,Ryan Thompson,880.5
ORD001506,2023-12-20,CUST5781,Smartphone,Electronics,3,1172.41,East,Jessica Miller,3517.2300000000005
ORD001507,2024-11-21,CUST6761,Basketball,Sports,5,83.46,Central,Chris Anderson,417.29999999999995
ORD001508,2024-03-01,CUST7148,Tablet,Electronics,2,923.37,Central,Mike Davis,1846.74
ORD001509,2024-01-23,CUST5740,Fiction Novel,Books,1,13.88,South,Mike Davis,13.88
ORD001510,2024-02-15,CUST5569,Self-Help,Books,5,24.08,East,Emily Taylor,120.39999999999999
ORD001511,2024-10-07,CUST6206,Smart Watch,Electronics,98,1350.19,Central,Ryan Thompson,132318.62
ORD001512,2024-06-29,CUST5690,Tennis Racket,Sports,4,347.15,West,Mike Davis,1388.6
ORD001513,2023-07-01,CUST3822,Running Shoes,Sports,4,26.25,North,Chris Anderson,105.0
ORD001514,2024-08-17,CUST4673,Puzzle,Toys,1,97.81,South,Amanda White,97.81
ORD001515,2024-09-26,CUST6325,Fiction Novel,Books,1,33.98,Central,Lisa Brown,33.98
ORD001516,2023-06-20,CUST7378,Self-Help,Books,51,37.37,Central,Ryan Thompson,1905.87
ORD001517,2023-07-17,CUST8736,Sneakers,Clothing,2,67.98,South,Emily Taylor,135.96
ORD001518,2023-05-16,CUST8523,Coffee Maker,Home & Garden,4,271.5,South,Amanda White,1086.0
ORD001519,2024-03-30,CUST6427,Jeans,Clothing,1,146.46,South,Lisa Brown,146.46
ORD001520,2024-04-18,CUST9515,LEGO Set,Toys,4,15.59,West,Chris Anderson,62.36
ORD001521,2023-03-14,CUST9751,Running Shoes,Sports,5,356.26,North,Jessica Miller,1781.3
ORD001522,2024-05-07,CUST6953,LEGO Set,Toys,1,39.9,West,Ryan Thompson,39.9
ORD001523,2024-10-06,CUST5300,Puzzle,Toys,2,51.43,Central,Sarah Johnson,102.86
ORD001524,2023-06-23,CUST8906,Bedding,Home & Garden,2,207.26,South,David Wilson,414.52
ORD001525,2023-04-10,CUST5259,Coffee Maker,Home & Garden,2,153.73,East,David Wilson,307.46
ORD001526,2024-12-06,CUST5510,Running Shoes,Sports,5,320.27,Central,John Smith,1601.35
ORD001527,2023-05-24,CUST6942,Dress,Clothing,3,57.5,East,David Wilson,172.5
ORD001528,2023-06-12,CUST3530,Biography,Books,3,29.01,South,Mike Davis,87.03
ORD001529,2024-09-14,CUST5963,Bedding,Home & Garden,2,99.47,South,Amanda White,198.94
ORD001530,2023-01-13,CUST7649,Garden Tools,Home & Garden,5,224.71,West,Amanda White,1123.55
ORD001531,2023-06-24,CUST7133,Vacuum Cleaner,Home & Garden,5,188.53,West,Jessica Miller,942.65
ORD001532,2024-10-25,CUST1233,Dress,Clothing,4,82.67,North,Emily Taylor,330.68
ORD001533,2023-08-19,CUST4226,Vacuum Cleaner,Home & Garden,1,90.56,East,Jessica Miller,90.56
